Year,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Arab World,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean small states,Cayman Islands,Central African Republic,Central Europe and the Baltics,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (excluding high income),East Asia & Pacific (IDA & IBRD countries),Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Euro area,Europe & Central Asia,Europe & Central Asia (excluding high income),Europe & Central Asia (IDA & IBRD countries),European Union,Faroe Islands,Fiji,Finland,Fragile and conflict affected situations,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Heavily indebted poor countries (HIPC),High income,Honduras,"Hong Kong SAR, China",Hungary,IBRD only,Iceland,IDA & IBRD total,IDA blend,IDA only,IDA total,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People’s Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (excluding high income),Latin America & the Caribbean (IDA & IBRD countries),Latvia,Least developed countries: UN classification,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low & middle income,Low income,Lower middle income,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Middle East & North Africa,Middle East & North Africa (excluding high income),Middle East & North Africa (IDA & IBRD countries),Middle income,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Macedonia,Northern Mariana Islands,Norway,Not classified,OECD members,Oman,Other small states,Pacific island small states,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Post-demographic dividend,Pre-demographic dividend,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Small states,Solomon Islands,Somalia,South Africa,South Asia,South Asia (IDA & IBRD),South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sub-Saharan Africa,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa (IDA & IBRD countries),Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,World,"Yemen, Rep.",Zambia,Zimbabwe
2000,,,,,,3.091564092,,,43.86411637,,,17.90589154,28.004521,,12.70859543,2.333087422,,,38.80325829,26.74379396,28.08604867,,,10.81764721,50.42090924,,,39.80315287,,,,,,,,,,36.19974836,,,33.28240003,,,47.08562732,,,,,,39.62097455,,46.88876306,,,30.8044316,31.88498359,39.66766034,,,25.65260852,,28.93564191,30.22097236,30.22097236,,,33.67496538,,,34.26664186,,,30.57489935,33.24318872,,,32.03196774,,,33.27396053,,25.87334364,,,,57.18525461,21.60695186,,,30.57489935,,,,60.28068447,,,,,,32.03196774,,,35.55646245,36.19974836,48.52759411,,,,,28.92650465,,7.502704346,,38.15294718,,27.62884063,24.62668145,36.19974836,32.29810781,33.62792778,40.10272131,,,,30.2687276,,,,,38.35564468,39.97008392,39.97008392,39.97008392,40.19008418,,25.56333301,26.3534678,,,,33.28240003,,,,32.06110208,69.38555798,,,24.80069352,12.70424319,43.36698444,33.25984384,,,42.66476553,62.12800079,,,,,,45.26574669,,36.02199121,,,,32.8393885,24.09399201,,64.3051179,27.25131438,,,53.98047668,,,3.182632772,,,27.52092949,,31.91353837,,,,,,,9.228372139,,39.97008392,27.60255621,31.44497218,31.94209315,31.91353837,,,,33.21241691,30.9390529,,,,,,,,5.161290323,,18.04311541,,28.95723514,,,,,34.53339618,32.15255895,32.15255895,,41.18116456,56.7505742,11.80053293,11.72137016,,19.04515174,,,,,,32.12184234,33.48793381,,54.7682747,,42.0507041,,,,,38.55834217,,,,,,32.67176384,,33.50762609,3.182632772,,35.13703856,,,,,,,,,,
2001,,,,,,21.08157208,,,43.82531463,,,24.27576129,27.17599754,,10.22294725,2.4145469,24.82917924,,36.44829427,25.62386718,28.36530376,,,6.342173316,48.64667469,,,40.52066357,,,,,,,,,,30.67257618,,,34.01704324,,,46.89099794,,,,,22.60828177,39.86305126,23.40712161,46.40522876,,,31.15606467,26.77486953,40.65477488,,,35.34665847,,27.04402357,26.09021283,26.09021283,,,33.09078309,,,35.81021088,,9.838655186,31.22882351,33.85647431,,,32.87580561,,,33.69590538,,25.02947139,,,34.9538631,57.63879508,22.13827584,14.80272546,,31.22882351,,,,53.2079913,,,,,,32.27182087,,,34.01704324,37.27834383,44.40619861,,,,,30.1500645,25.91196939,5.57017813,,37.11907801,,27.31949062,23.51485353,38.1083934,32.92437839,34.51828501,42.96629605,,,,32.15441518,,,,,38.73641956,40.74130674,40.63098516,40.74130674,40.73336335,,28.48490539,27.50460058,,,,36.5430279,,,,30.65645668,68.17533364,,,22.42188655,12.79329609,45.77073563,34.1396718,,,42.1725477,,,,,,,43.78760194,,40.03531515,,,,27.9978343,23.96891949,,64.99555757,28.89022416,,28.93517435,53.2969969,,,3.129721412,,,27.80468984,,31.69161935,,34.9538631,,,,,12.07796614,,40.74130674,26.09021283,30.99149974,32.38922656,31.22882351,,,,33.36238467,35.01326074,,,,,,,,,,18.41319276,,29.88541102,,34.9538631,,,33.10369124,31.32392164,31.32392164,,40.27060124,57.00386751,13.19060773,11.84336031,,19.08011859,,,,,,34.75325369,34.58536593,,53.09148352,,38.73641956,,,,23.23675896,38.4421787,,,,,,27.83997923,,32.98814093,3.129721412,,45.46313251,,,,,,,33.03946201,,,
2002,,43.07440695,,,,7.153502967,,,37.44587073,,,25.43344668,28.08668614,,11.50261823,2.554353125,25.18764075,,36.07239218,24.23215648,27.27973952,,,10.40723508,47.7814564,,,40.6483489,,,,37.3689477,,,29.68998825,,,32.23622507,,,33.95400359,,,49.15025337,,,,,21.05836576,,22.05806885,43.44400388,,,31.97718731,26.08976813,41.8987778,,,35.61347968,29.81141676,29.2214015,27.82777164,27.82777164,,22.13885044,39.23721092,,,35.27936909,,12.63409401,32.33794157,33.84531666,,,32.67242268,,,34.30407817,,25.42008626,,,32.19441771,60.94431294,22.34056806,20.90999248,,32.47823804,,,,55.20079322,,,,,,32.47823804,,,33.84531666,37.32980665,45.53849281,,,,,30.36666495,29.93284527,4.267076729,,38.23826806,,28.9011527,23.74878221,38.25855303,36.29558797,32.11787775,37.98151879,,,,32.21930257,,,,,38.36979693,42.12630781,40.6483489,42.12630781,38.48104082,,43.74419727,26.84090432,,,,36.72384365,,,28.26544628,29.91683863,74.50898487,,,21.59877386,12.49262102,45.04621228,33.24612867,,,43.32589024,,,,34.66581016,34.66581016,33.7110509,41.996892,,33.87619708,,40.74084837,,22.0776943,20.64712563,,64.6693726,29.33045285,,29.2214015,54.2645388,,,3.517330501,,,27.91212481,,32.46465943,,32.19441771,,,,,12.85685406,,43.60426673,25.96555503,32.67242268,32.46465943,32.21526314,,,,34.06269051,28.30147722,,,25.09553825,,,,,,,18.52421652,,31.47713986,32.2112237,32.19441771,,,33.7110509,31.35067562,31.35067562,,40.86276333,56.12476498,17.85069524,14.34214302,,17.85125554,,,,,,37.34005742,33.30824658,,,,42.27192832,,,,26.2138971,37.21374256,,,,,,26.52549572,,34.07653678,3.517330501,,45.74836889,,,,,,,32.57533036,,,
2003,,45.67802502,,,,7.749277521,,,34.25135202,,,25.82070914,28.00875916,,9.577183442,2.681691125,32.35985767,40.74288091,34.43745628,24.58611821,26.7923029,,,17.38321959,45.56258774,,,41.85339405,,,,33.8215748,,,32.48400924,,,28.85490516,,,34.30041185,,,49.04404569,,23.99610963,,,16.69111654,,19.66109564,45.31688492,,,35.48550976,23.66912161,41.47730502,,,41.9051949,32.35985767,30.09355275,32.14952844,32.14952844,,21.50083002,43.25925285,,,33.74086096,,12.02419466,32.57948642,33.94353255,,40.84073187,33.08453542,,,36.03919066,,25.50828407,,,38.96981891,54.02335798,22.30296921,33.50608629,,31.32101955,,,,55.98725014,,,,,,32.99330573,44.7819688,,36.14329948,36.81150306,46.72504625,,,,,30.20371532,32.14952844,4.360201646,,38.2843876,,29.87259457,22.89248033,38.02919261,37.15350964,31.85473126,40.84073187,,,,31.21739232,,,,,40.04958905,43.89238153,43.25925285,43.89238153,41.41824377,,46.24071707,28.20162744,,,,34.85996274,,,32.35985767,30.1192041,78.53657031,20.48016083,,18.14098134,12.90027447,36.94201948,33.27018739,,,46.17748556,,,,34.18845365,34.18845365,34.25135202,45.60514044,,35.40917631,,43.25306645,,19.2875473,20.42960022,,62.19394967,29.58126048,,28.96971319,51.78280413,,,3.573926261,,,27.68303044,,32.57948642,,33.74086096,,,,,,,44.5255102,25.17802883,33.08453542,32.81069589,31.26920593,,,,36.81150306,31.25252293,,,24.62822343,,,,,,,24.750348,,32.99330573,32.34827694,33.74086096,,,35.2897226,31.72841625,31.72841625,,43.03507381,53.66798491,18.55246523,11.90891074,,18.55151322,,,,,,37.36503519,33.70900692,,57.37115574,,40.04958905,,,,19.68061771,36.52217605,,,,,,22.88540723,,34.14620414,3.573926261,36.6594576,49.08917569,,,,,,,33.6075466,,29.57217326,
2004,,48.69625951,,,,7.687416546,,,37.16692016,31.32118082,,25.3209955,28.03255079,,12.40175634,2.453620586,28.94877543,44.35581583,34.56478342,25.14467148,29.98067162,,,7.232258241,45.30627124,,,43.09446963,,,,37.86411627,,,37.70972334,,,29.42851905,,24.78053537,35.54222063,,,45.25747158,,,,,10.04821343,38.04559211,18.26943671,45.36734562,,,38.14717365,27.50957953,40.05359563,,,41.21020908,34.91582331,29.08580055,28.20980842,28.20980842,,21.6467817,41.60818127,,,35.63309246,,10.10654831,32.39934651,34.56536645,,37.69803461,34.91312237,,42.36063812,35.67590873,,25.04246413,,,36.13981903,46.84632697,22.13882166,34.91582331,,30.01088349,,,,57.87282383,,,,,,33.40611824,43.80033352,,38.36999078,37.90236736,47.99963005,37.00275923,,,,29.7148342,32.03635663,3.328481348,,38.53926524,,30.75009262,23.42086031,37.90236736,35.51299289,37.01406416,39.94472042,,,,30.30063131,,,,,39.24199283,43.44740157,43.09446963,43.44740157,40.09210727,,45.07806808,31.29197011,,,,33.72561287,,,32.0006337,32.66461015,82.26241219,16.44445764,,17.98124711,13.23443008,41.86425739,36.1350854,,,46.17667753,,,,37.00275923,37.00275923,36.99145431,47.6092918,,,,41.30567431,,23.25687488,18.81439448,,65.02223348,29.72098539,,29.08580055,50.51079269,,,3.496312771,,,26.36664417,,32.39934651,,35.88645574,,,,,,,44.76866245,24.38326022,35.4513488,32.39934651,30.1557574,,,,34.37489594,25.78886227,,,23.12827013,,,,,,,23.63218139,,35.67195609,32.28131562,35.88645574,,,36.18983384,31.11297547,31.11297547,,43.59118914,59.84277309,20.35937032,17.15885951,,20.36058847,,,,,,36.76491327,34.56594948,,54.09016733,,40.0908076,,42.41364371,,20.95467074,36.99145431,,,,,,21.49893409,,33.08662361,3.496312771,37.90236736,50.80522659,,,,,,,34.91582331,,31.49015067,
2005,,,,,,6.537796378,,,37.23322265,32.26068978,,24.17979737,27.66515702,,16.3188256,,27.49813923,45.86188581,33.58006881,25.25619075,32.96231977,,,11.78502133,48.20846464,22.67168518,,41.52291838,,,42.89022907,37.29562516,,41.09008332,36.90330209,,,26.2427484,,,37.10763954,,,41.27135327,77.68765996,,,,7.076434919,37.81557267,19.4866133,45.38206396,,,36.81988917,27.62248336,39.15110896,,,47.87976767,35.378837,29.58000165,33.81532113,33.81532113,,23.88045554,44.32152055,,,37.10763954,,10.64383112,33.24864125,34.11264226,,37.15480304,35.51049618,,41.77920931,35.51049618,,24.58572369,,,42.3840394,57.95300497,22.78915597,35.90354124,,30.19034913,,,,51.68763141,,,,,,33.25408821,42.272333,,37.36065881,37.81557267,37.09532374,37.23322265,,,,30.76228968,,3.024225563,,39.09763462,,30.77556307,23.77165387,37.61760651,33.25953517,43.6651436,,,,,29.58000165,,,,,38.75423855,41.52291838,41.89762569,41.52291838,42.42210401,,39.86730144,30.98876066,16.57816145,,,33.24864125,,,32.43488935,32.25431749,79.00239325,17.65473859,,20.30046189,8.545402914,39.59406006,37.19099975,,,48.79580833,,,,37.35086061,37.35086061,36.29087873,47.25506892,,,,38.41084248,,30.72734017,26.19727664,,67.76203609,29.706945,,27.25529475,50.63392806,,,3.167209917,39.76837241,,24.7247611,,32.07945473,,36.96376436,,,,,,35.5665737,40.48589017,23.212359,36.52198436,33.76867225,29.94864706,,,,37.78762172,23.62254214,,,25.77118666,,,,,35.60726624,,23.40739208,,34.70884417,32.07945473,36.96376436,,,35.19110029,32.32165386,32.32165386,,42.92416607,55.28283536,20.38510879,15.4047794,,20.9525008,,,,,,35.87262597,34.45661226,,,,40.12462982,,48.30640091,,14.86789029,36.29087873,,,,,,27.95727412,,30.93599661,3.167209917,37.81557267,50.65148234,,,,,,,34.94997223,,29.50812896,
2006,5.758616984,,,,,3.551998261,,,35.8916893,30.1708626,,23.62786903,27.12215192,,26.12498916,,28.60587854,44.45102289,38.32403692,25.35377421,34.96482203,,,12.28751283,33.11541355,50.60084198,8.828866887,31.72363108,,,46.24492722,34.24016088,,29.92276419,40.27556402,,,26.18971274,,,36.35219204,,,34.36518618,56.78959219,,,,5.158449747,37.15126979,18.41263039,45.5699795,,,36.58810135,26.70917145,40.29593542,,,53.90047437,34.86355057,27.9118438,,36.65676325,,19.90929368,44.59467544,1.371231099,,37.79453083,,17.04759462,32.18452043,34.61763111,,39.15585197,35.07185313,,42.22242928,35.07185313,,24.09915955,,,52.32221388,50.65739532,22.70824672,36.55870437,,31.25523368,,,,56.34670561,,,,,,32.16889822,42.25816768,,35.33436605,36.35219204,36.8943606,35.30094556,,,,28.49027429,,2.668407753,,38.74364008,,29.40398186,23.67614902,39.17072221,31.60419649,46.33740657,,,,,27.9118438,,,,,37.15126979,37.15126979,38.160996,37.15126979,41.77230373,,32.36155044,29.74415319,23.77144186,,,33.07879703,,,33.24635347,31.71601509,79.5521772,11.90842101,,16.20300383,8.999623241,15.34676573,37.34775343,,,48.71567531,,,,33.69899031,33.69899031,35.59631743,50.03319923,,33.3772934,,37.91861813,,,19.16445545,,74.07785836,28.89433038,,26.39997491,49.47418062,,,2.817741731,39.98766701,,23.41405922,,31.60419649,,36.58810135,,,,,,35.30094556,36.68027743,25.07888764,36.88097813,34.09188871,31.29753411,,,,36.35219204,20.60795426,,,24.78675784,,,,,35.15406054,,22.20697487,,32.15327601,32.18452043,36.58810135,,,34.42615557,28.60587854,28.60587854,,41.31751134,51.13220277,24.53772987,16.21840674,,24.66438863,,,,,,36.06672614,34.16340908,,,,39.93623311,,45.28021289,,13.20870327,35.03643017,,,,,,31.31736539,,31.27770283,2.817741731,36.91577361,50.6154167,,,,,,,33.73459106,,32.76052129,
2007,4.312935694,,,,,4.125171271,,,33.92856589,41.05081187,,23.18546496,26.76932358,,29.09428658,,28.1825696,43.03306108,34.19328021,25.41102237,32.26880138,,,8.85298216,49.30806143,49.38663752,10.71285387,31.92234727,,,42.65854374,33.0848629,,32.36966065,40.41627204,,,25.59546785,,,34.61825667,,,34.34201873,37.73707808,,,,6.934103748,38.3532831,15.76067978,44.85675811,,,35.14747995,27.11989707,38.70038582,,,55.76248685,,25.88560409,,30.79341257,,19.39985782,42.55836946,1.311096345,,37.20980027,,15.74369753,32.71817593,34.19328021,42.34308893,42.03197615,33.91619696,,,33.91619696,,23.55267417,,,38.63693865,55.95071735,24.02152255,33.83689461,,31.1892387,,,,58.53974315,,,,,,32.68408117,42.33402332,,34.59120837,36.93451486,34.97042481,34.71825397,,,,24.90025617,,2.636891401,,37.83916651,,30.52808168,22.74792195,36.60746746,31.73122717,47.130807,,,,,26.82273545,,,,,37.49932017,38.3532831,40.34365321,38.3532831,41.9837049,,34.81825127,30.2913477,18.02015865,,,33.74647566,34.19328021,,32.06412116,32.69906235,79.06919742,20.12856524,,15.03060019,8.066678169,32.39147187,37.66752656,,,52.60256546,,,,34.39148865,34.39148865,35.88515979,48.92216657,,20.43248211,,41.33937032,,,20.41671821,,75.71796661,28.65944952,,25.88560409,49.50469253,,,2.43646851,42.03197615,,24.23396986,,31.73122717,,35.14747995,,,,,,38.1765139,35.88515979,23.84974706,37.26156226,32.71817593,31.1797936,,,,34.61825667,23.97584462,,,26.05885295,,,,42.65420171,42.56300673,,23.25554815,,32.64998642,33.07263026,35.14747995,,,33.68098629,28.1825696,28.1825696,,37.83569876,48.09248186,39.97437837,16.79882783,,39.97512607,,,,,,35.47033424,33.73587456,,,,39.7559505,,45.70754913,,14.58346825,33.96472603,,,,,,29.23823108,,31.1703485,2.43646851,37.73707808,51.06265961,,,,,,,33.74647566,,28.71155279,
2008,1.780590429,,,,,4.846148961,,,31.67697457,43.44918958,,22.56326021,26.41486132,12.64781387,11.08694009,,27.61461607,41.95522083,30.17449417,24.44099985,31.45814007,,,10.22849172,,46.34197991,15.21360267,27.13438505,,,44.9986715,38.65520916,,31.78406184,41.6702382,,,24.83859941,,33.62920121,33.45432149,,,39.07812297,56.86332561,28.73448699,,,4.63856317,37.44949963,17.3370947,44.76681577,,,36.45674797,26.87971049,37.13843798,,,57.816083,31.90598411,25.98612066,27.14888423,27.14888423,,20.20663117,40.65326747,0.991255287,,33.3760935,,12.58932477,31.74908561,33.33604523,39.6889842,38.10949947,33.33604523,,,33.33604523,,22.89950892,,,38.11291529,46.89453939,23.8904721,33.0778529,,30.97579785,,,,58.1415752,,,,,,32.12470868,39.78129046,,32.1144237,36.72982122,31.50313506,34.64868516,,,,26.26400617,27.14888423,2.30016679,,35.91272258,,32.13499365,21.65069265,36.59940622,34.43247848,38.0086105,,,,,26.70105596,,,,,37.13849162,38.2638113,37.44949963,38.2638113,38.07968165,,38.65385261,28.23702871,14.52292245,,,33.17011501,32.7400626,,31.87518319,30.40904424,84.79503046,16.81407422,,15.86140688,8.598365299,30.28872479,37.16000316,7.929178929,,52.65738549,21.7907173,5.715860814,,35.2054414,35.2054414,33.0778529,50.30288045,,25.27118536,,40.21563986,,,19.31052274,,74.62125921,27.36584859,,23.9575786,50.00988218,,,2.47290091,37.41674701,,21.27977638,,31.36669964,,33.3760935,,,16.03468353,,,39.27126125,37.13074271,21.41281539,38.10949947,31.74908561,30.57514601,,,,34.64868516,16.35485903,,,28.26860958,,,,41.96122139,35.96415755,,21.73983013,,30.98431368,33.45432149,33.3760935,,,31.34882374,27.61461607,27.61461607,,39.69411284,44.63473862,14.35568304,16.49010674,,45.97310171,,,,,,37.07102974,32.93455923,,,,36.86023622,,43.02956296,,13.0777926,32.4022723,35.36876985,,,,,31.33806093,,29.14207866,2.47290091,36.72982122,47.76191742,,,,,,,32.26863297,,31.87518319,
2009,2.999526964,,,,,12.04625302,,,29.45870837,40.57230701,,22.65944108,27.01840716,17.81224669,28.39209645,,28.75832228,39.60817192,28.83593592,25.11810517,30.70031917,,,10.38537036,,43.30554631,13.92346129,28.41389768,,,42.5149032,36.67342943,,27.33157905,35.47088786,,,26.21377407,,28.68888446,34.4144315,,,45.83743028,60.11020983,26.93813151,,,12.72779382,32.83422408,22.90712064,42.96364297,,,34.71104061,28.45892705,37.33827033,,,57.14098127,30.52403754,28.73201376,30.19499113,30.19499113,,21.90164016,38.56431402,1.85803749,,34.4144315,,10.88944271,30.76663251,33.58027671,39.8409712,39.10963539,33.5795386,,,36.13886076,,22.94149769,,,31.6031941,50.74028879,24.59155521,29.34761485,,30.76663251,,,,56.39238098,,,,,,32.19549023,39.63756686,,33.58027671,35.73016223,29.66787128,32.34091801,,,,23.7764019,30.19499113,3.51532159,,33.07072356,,34.34908447,21.06517478,36.97318408,38.524308,37.56303636,,,,,27.30617367,,0.588773294,,,36.03431596,37.76874905,36.97318408,37.76874905,36.63152944,,43.64129943,28.02647042,,,,32.19549023,31.51157585,,30.52403754,29.5138237,83.13971023,18.8747594,29.41367333,15.67241384,10.66964988,29.21422312,36.36589248,8.899404436,,50.66302737,24.62100745,4.485217013,,35.35393253,35.35393253,32.83422408,45.98387993,,30.15785385,,39.91198118,,,22.60243146,,75.88660214,27.26156122,,24.52755539,49.4300125,,,3.008888222,39.10963539,,24.54750818,,30.23693179,,31.6031941,,,16.19724958,,,36.39658485,39.28637649,24.99450178,36.03431596,29.17724556,29.44223831,,,,33.5795386,22.48273694,,,25.83988209,,,,43.4870151,43.7754148,,26.20792758,,28.95200466,34.54586101,31.6031941,,,31.51157585,28.75832228,28.75832228,,38.64245612,37.54076128,11.22998549,13.48367748,,43.57285997,,,,24.73959373,,38.81142916,32.72735853,,,31.84761194,38.25375512,,34.27234984,,15.45436407,33.1448287,35.42600851,,,,,33.87074041,,29.70723107,3.008888222,35.91129668,40.54527493,,38.53550296,,,,,31.55738497,,28.26924013,30.52403754
