Year,Australia,Austria,Belgium,Burkina Faso,Bolivia,Canada,Switzerland,Colombia,Costa Rica,Cyprus,Germany,Denmark,Dominican Republic,Ecuador,Euro area,Spain,European Union,Finland,France,United Kingdom,Greece,Guatemala,Honduras,Haiti,Indonesia,India,Ireland,"Iran, Islamic Rep.",Israel,Italy,Jamaica,Japan,"Korea, Rep.",Latin America & Caribbean (excluding high income),Sri Lanka,Luxembourg,Morocco,Mexico,Malta,Myanmar,Malaysia,North America,Nigeria,Netherlands,Norway,New Zealand,OECD members,Pakistan,Panama,Peru,Philippines,Portugal,Paraguay,Post-demographic dividend,Sudan,El Salvador,Sweden,Latin America & the Caribbean (IDA & IBRD countries),Turkey,Uruguay,United States,South Africa
1989,7.533902562,2.568343847,3.107050651,-0.481798715,15.17346811,4.9836219,3.1552891,25.86138614,16.50832921,3.765480483,2.780559807,4.772723424,40.65791612,75.6481901,3.765480483,6.791437533,6.25983138,6.592909802,3.498302207,5.760249092,13.65556787,11.3871322,9.850409258,6.923905037,6.415539635,7.074280029,4.08904273,22.34965305,20.20905923,6.25983138,14.32953903,2.272289621,5.700160937,15.17346811,11.56753609,3.370958873,3.259969492,20.00787671,0.847691359,27.19852645,2.813200897,4.905312465,50.46668812,1.082160156,4.546143355,5.715991551,6.010040236,7.844264737,0.205867258,3398.67901,12.24299065,12.68630365,26.42212672,5.715991551,66.72032193,17.63407994,6.443275874,14.75150357,63.27255249,80.44743673,4.82700303,14.73088597
1990,7.333021952,3.261873123,3.44831218,-0.504303389,17.1187746,4.780476933,5.403953982,29.13782253,19.04613599,4.502054629,2.696471378,2.641603064,50.46247924,48.519113,3.44831218,6.721825301,6.149565312,6.149565312,3.19428338,8.063460909,20.43349964,41.22186714,23.32256644,21.27603201,7.819191447,8.971232503,3.317321299,7.627674938,17.19806763,6.456609061,21.96017512,3.078516287,8.573600687,23.32256644,21.49525205,3.253766591,6.782594015,26.65167256,2.983405861,17.62677503,2.617801047,5.089216687,7.364400306,2.454089859,4.131033483,6.098444148,6.589217181,9.052131553,0.769485355,7481.663611,12.17735221,13.63057057,37.25995618,6.098444148,65.158098,23.99916511,10.36655339,22.64137078,60.30386913,112.5259056,5.39795644,14.32097583
1991,3.17667537,3.337428845,3.215310693,2.162600527,21.44706982,5.625864086,5.859585935,30.34844055,28.70750241,5.035274388,4.047036816,2.395153317,47.07915741,48.80382775,4.047036816,5.934211113,5.484742751,4.310212898,3.213407324,7.461782957,19.45584256,33.16642192,33.97226025,15.41990737,9.419058277,13.87024618,3.210817028,17.12856794,18.96125309,6.249999298,51.07109773,3.251438488,9.333360725,25.96746251,12.18563072,3.118356599,7.986166008,22.66235946,2.542192848,32.27203829,4.358333333,4.930414025,13.0069731,3.158197519,3.438195991,2.60239286,5.896898524,11.79127034,1.256260777,409.5301666,19.26145853,11.84948418,24.22535211,5.625864086,123.5781269,14.40267488,9.444627329,23.44385578,65.97856799,101.9716832,4.234963965,15.33478204
1992,1.012231126,4.020845591,2.427955672,-1.991135807,12.0603236,1.490132904,4.037009164,27.0305636,21.78890182,6.510219531,5.056979322,2.096044429,4.259026389,54.34083601,5.163784654,5.924534287,6.217376909,2.919323193,2.363760463,4.591549296,15.87706538,10.045918,8.759886253,19.35849465,7.52351717,11.78781704,3.069997435,25.80772262,11.98891199,5.270589986,77.29659296,1.760283061,6.212678645,15.19274376,11.38343705,3.15417376,5.740246629,15.50789625,1.633212099,21.9132104,4.7672283,2.259476291,44.58884272,3.183585695,2.328085049,1.014560272,4.824264309,9.509041462,1.82452157,73.52829424,8.651003579,9.559260332,15.19274376,4.037009164,117.6244689,11.21448138,2.374367251,13.62653368,70.07610387,68.45919384,3.028819678,13.8747029
1993,1.753653445,3.631785595,2.754426435,0.553455724,8.527876957,1.865079365,3.292629483,22.44132146,9.780984243,4.854166667,4.474575055,1.25785668,5.250338807,45,4.569070885,4.569070885,4.854166667,2.190653196,2.104462771,2.558577969,14.41127089,11.81969017,10.74864672,29.70597151,9.671893382,6.326890488,1.469420884,21.20263075,10.9529703,4.626734683,22.06994942,1.243045897,4.80110249,11.81969017,11.74673702,3.588098185,5.18311396,9.751460454,4.144819542,31.83160687,3.536585366,2.408368166,57.16525283,2.584181156,2.288269332,1.288207766,4.569070885,9.97366476,0.453930079,48.57998645,6.716311041,6.783779947,18.20866142,4.144819542,101.3804238,18.50668833,4.728173046,11.32746305,66.09384298,54.10079244,2.951656966,9.71744832
1994,1.969634797,2.95340391,2.377540845,25.17787622,7.874044215,0.165562914,0.852141522,22.84718466,13.53534656,4.698589311,2.693057381,1.992014638,8.260767986,27.44252874,4.129921816,4.718413284,4.718413284,1.088556776,1.655515329,2.219012605,10.87407898,10.85532115,21.72934688,39.33161954,8.532005254,10.24793556,2.309198751,31.44702842,12.38148355,4.051842181,35.06339425,0.695458058,6.265814772,13.53534656,8.448712487,2.194764687,5.14167153,6.965812372,4.129921816,24.09878608,3.724970554,1.386502253,57.03170891,2.801526937,1.375674981,1.745377908,2.95340391,12.36819439,1.268431901,23.73690506,10.38647343,5.420440192,20.56619484,2.95340391,115.3981443,10.58580665,2.158138007,11.1492204,105.2149865,44.73604215,2.607441592,8.938543571
1995,4.6277666,2.243366681,1.467966991,7.458844978,10.19320676,2.148760331,1.799799563,20.8971286,23.18545074,2.61581788,1.706160524,2.083608424,12.53595946,22.88613303,4.222816141,4.673803185,4.426645503,0.791239407,1.796481421,2.697495183,8.934511217,8.411413123,29.46452923,27.60818517,9.420323216,10.22488616,2.52486728,49.65598585,9.991728701,5.23542258,19.90874884,-0.127899045,4.480686995,12.98068691,7.674848734,1.86769425,6.123581648,34.99927129,4.426645503,25.1947124,3.450575096,2.47709001,72.8355023,1.923224572,2.460367787,3.754944137,4.222816141,12.34357852,0.994206983,11.12870297,6.83199611,4.222816141,13.42541436,3.754944137,68.37519295,10.02965645,2.455148578,12.21052632,89.11331722,42.2483198,2.805419689,8.680426268
1996,2.615384615,1.860973769,2.077021074,6.097804391,12.42548662,1.570531125,0.811658038,20.79708679,17.51173477,2.978924865,1.449726473,2.126298023,5.39929385,24.37308869,2.978924865,3.558840831,3.558840831,0.629194238,1.982883651,2.851782364,8.194548902,11.05691653,23.83783531,20.58359621,7.973280856,8.977152338,1.753732139,28.93734402,11.35509099,4.00697669,26.40665661,0.136600359,4.924809687,11.29742947,15.93583104,1.183859688,2.986809228,34.37838322,2.054,16.27539664,3.488559459,2.250867663,29.26829268,2.113787871,1.262532492,2.285713054,2.9312042,10.37380859,1.255716611,11.53794241,7.476103778,3.068977325,9.79968339,2.615384615,132.8237774,9.788920402,0.533131979,9.79968339,80.41215114,28.3420486,2.9312042,7.354128857
1997,0.224887556,1.305983072,1.628160495,2.318690622,4.70844436,1.621216381,0.520214642,18.46256908,13.24842746,3.605344444,1.939369425,2.182166779,8.296567548,30.64298008,2.109245627,1.971078904,3.11207792,1.192558834,1.20394294,2.201143135,5.536006784,9.232902949,20.19986676,20.55900734,6.226141634,7.164252115,1.525605217,17.34922575,8.927606699,2.043107798,9.657552613,1.747804587,4.439063761,7.720839578,9.573696264,1.367512612,1.038198951,20.62562873,3.11207792,29.69723258,2.662514597,1.979453159,8.529874214,2.109245627,2.566923359,1.187148331,2.201143135,11.37549289,1.324351221,8.56218949,5.590259397,2.336862983,6.949566085,2.201143135,46.65032277,4.490136279,0.658410256,7.145111609,85.66936165,19.81880932,2.337689937,8.597770743
1998,0.86013463,0.922465841,0.949250288,5.084333441,7.673228957,0.995942457,0.017948859,18.68125654,11.65882654,2.227707327,0.911185301,1.84565122,4.831665586,36.09843316,2.227707327,1.834329229,2.415517872,1.399473786,0.651126868,1.820561637,4.766221864,6.613460705,13.66810775,5.26903547,58.45104447,13.23083898,2.415517872,17.86613421,5.480471172,1.955085577,8.63189613,0.661974191,7.513340122,6.930641229,9.364243007,0.95857011,2.753113308,15.92839501,2.385251354,51.48754975,5.270342003,1.274110778,9.996378124,1.959136323,2.2524133,1.265244099,1.959136323,6.228004154,0.559081293,7.247821752,9.234934323,2.572752259,11.55326844,1.834329229,17.10505647,2.547059776,-0.267132668,5.612709077,84.64134348,10.81107031,1.552279099,6.880552536
1999,1.483129403,0.568990767,1.120848234,-1.072613628,2.159516268,1.734842951,0.806446857,10.87339782,10.04512158,1.63,0.585433144,2.497795444,6.470541868,52.24235091,1.66345995,2.31034695,2.157179181,1.162231557,0.537141639,1.752950801,2.636637863,5.213610586,11.66374098,3.004394216,20.47783111,4.66982038,1.631923764,20.07070781,5.160456095,1.66345995,5.954239491,-0.341296928,0.812996589,5.583925039,4.69170563,1.025196765,0.684782609,16.58561697,2.134768888,18.40104337,2.744561302,1.961435074,6.618373395,2.157179181,2.365967366,-0.11426713,2.157179181,4.142637181,1.247182569,3.469659963,5.939049018,2.340094903,6.752265861,1.611761176,15.99474583,0.51482713,0.462175756,4.18112267,64.86748764,5.658688039,2.188027197,5.181487799
2000,4.457435148,2.344864555,2.544517762,-0.304212168,4.608229989,2.719439957,1.558518468,9.222570802,10.96228165,4.141657647,1.440268187,2.903282032,7.724135662,96.09411369,2.853030393,3.433516755,3.15076707,3.042100807,1.675959887,1.182956242,3.15118063,5.977577347,11.04803493,9.333221976,3.68861916,4.00943591,5.5907173,14.47675132,1.050748938,2.537685321,8.171083561,-0.676578684,2.259184779,7.069913523,6.17627591,3.15076707,1.894634568,9.491561494,2.369592875,-0.109165515,1.534740237,3.048148614,6.933292156,2.360522338,3.085506091,2.615234462,3.042100807,4.366664513,1.498961116,3.757338333,3.977125032,2.853030393,8.982159768,2.579876112,8.033055445,2.271287568,0.899143734,5.977577347,54.91537058,4.763824727,3.376857271,5.338951583
2001,4.407135362,2.649999223,2.469258231,5.007432908,1.589653779,2.52512014,0.989017153,7.969702931,11.25579673,1.973041917,1.983856936,2.337870003,8.883068488,37.67802094,2.785165427,3.589834949,3.37396699,2.578440801,1.634780795,1.532349603,3.37396699,7.285873666,9.674155569,13.31672224,11.50011488,3.779293122,4.872904873,11.27424713,1.150442478,2.785165427,6.990623416,-0.740055504,4.066419648,6.840359025,14.1584558,2.663821106,0.619801875,6.367738062,2.929492443,21.10130538,1.416784732,2.675645629,18.87364621,4.155841272,3.00419704,2.625816304,3.00419704,3.148261446,0.307062436,1.977098785,5.345501956,4.369903306,7.268060286,2.656910164,4.871466645,3.750820575,2.405958341,5.536653263,54.40018876,4.359340652,2.826171119,5.701904835
2002,2.981574539,1.810359539,1.645214362,2.175694807,0.928258852,2.258394409,0.642708442,6.351925074,9.166405592,2.801155052,1.420805605,2.424436612,5.223367698,12.48401857,2.465323192,3.065765372,2.424436612,1.571220128,1.923412287,1.520402459,3.629358946,8.132630543,7.69050972,7.032874062,11.90011757,4.297152039,4.614733277,14.33593374,5.741469816,2.465323192,7.07746604,-0.923494027,2.762511352,5.341015214,9.55103167,2.074086136,2.795619669,5.030727332,2.188490481,57.07451126,1.807872463,1.922213018,12.8765792,3.287531047,1.286725284,2.677092577,2.465323192,3.290344726,1.005830904,0.193135004,2.722772277,3.600346583,10.51024209,1.998749211,8.33381706,1.865525036,2.158482136,5.030727332,44.96412095,13.97247259,1.586031627,9.494706671
2003,2.732595966,1.355556733,1.588964,2.034565741,3.337274997,2.758563214,0.638298911,7.130741686,9.448252205,4.139065387,1.034227766,2.075078206,27.44971274,7.929410005,2.098472191,3.039233684,2.09199839,0.877440386,2.098472191,1.376500385,3.530651885,5.603476754,7.674166394,28.69957779,6.757317194,3.805858995,3.49048968,16.46801162,0.723963181,2.672555528,10.09993338,-0.256541816,3.514879242,5.980978141,6.314637871,2.049840306,1.167733675,4.546900121,1.303837774,36.58971753,1.089676326,2.514329093,14.03178361,2.09199839,2.487825535,1.753574448,2.098472191,2.914134701,0.391666667,2.259377534,2.289156627,3.218990907,14.23679705,2.021685429,7.710690832,2.120390917,1.925655349,5.302387732,21.60243845,19.37973017,2.270094973,5.679418064
2004,2.343255225,2.06120354,2.097283112,-0.400228702,4.437380801,1.857258719,0.802882618,5.901261815,12.31481481,2.286217068,1.665733409,1.154356931,51.46085983,2.742181329,2.225679164,3.03920165,2.286217068,0.187120559,2.142089646,1.390397567,2.898848959,7.578622473,8.113790971,21.03183393,6.064059885,3.767251735,2.199628507,14.7615087,-0.410719786,2.206736614,13.54229699,-0.008573388,3.590591391,4.688408848,7.57592583,2.225679164,1.493444034,4.688408848,2.790828481,4.534213741,1.421271159,2.267247706,14.99803382,1.263647392,0.454498502,2.290249028,2.225679164,7.444624693,0.474723078,3.662473201,4.829210836,2.365362041,4.32326493,2.079243326,8.418006386,4.451943924,0.373659829,4.451943924,8.598261681,9.157605075,2.677236693,-0.692030138
2005,2.691831683,2.299138822,2.781432637,6.415040184,5.393231069,2.213552034,1.171951144,5.051420287,13.79779527,2.560161323,1.546909652,1.817814583,4.190202605,2.407769783,2.487696652,3.368453988,2.487696652,0.62387445,1.745869364,2.08913649,3.54507354,9.108649857,8.809060748,13.97300833,10.45319842,4.24634362,2.429691984,13.43311801,1.309413342,1.985292985,15.08207205,-0.282946069,2.754090201,5.393231069,11.6396861,2.487696652,0.98264166,3.988057146,3.007966525,9.368618142,2.975070927,2.80314944,17.86349337,1.688130179,1.532133676,3.037023326,2.451501323,9.06332737,2.855883248,1.616301939,6.516853933,2.277163949,6.807382031,2.375320073,8.516734349,4.690948709,0.453170853,4.69927739,8.179160368,4.69927739,3.392746845,2.062852225
2006,3.555287737,1.441546962,1.791207701,2.333108564,4.282396048,2.002025395,1.059525055,4.292450118,11.47075134,2.30468733,1.577428259,1.924221385,7.572805239,3.298748463,2.666314946,3.515374911,2.666314946,1.566663807,1.675124496,2.455661664,3.19594393,6.560852828,5.577752077,11.34521522,13.1086721,5.796523376,3.931639895,10.01589825,2.116832892,2.09084391,8.520885431,0.249355116,2.241847104,4.292450118,10.02018361,2.666314946,3.28476167,3.629467624,2.773780065,19.99648734,3.609235642,2.613984748,8.22522152,1.101501065,2.329349808,3.365401962,2.533992583,7.921084401,2.457893464,2.002258012,5.485232068,3.107665459,9.589349411,2.457924442,7.196736744,4.037123594,1.360214686,4.292450118,9.597242123,6.397649744,3.225944101,3.243901675
2007,2.327611289,2.168555998,1.8230563,-0.230627306,8.705609236,2.138383993,0.732336631,5.545141282,9.357220397,2.372651837,2.298341797,1.693265862,6.143566552,2.27618478,2.453965281,2.787030473,2.510665652,2.510665652,1.48799806,2.386561508,2.895001475,6.821617536,6.936214709,6.557227726,6.406562813,6.372881356,4.897115644,17.34104046,0.468407415,1.829741122,9.285653324,0.060039454,2.534846871,6.426279345,15.84211149,2.312458618,2.042085127,3.966849055,1.249219238,35.02459707,2.027353178,2.495528237,5.388007969,1.613858598,0.712589074,2.376143103,2.458743124,7.598684411,4.168633003,1.779986447,2.9,2.453965281,8.130474177,2.327611289,7.976023489,4.578085724,2.212168834,6.143566552,8.75618091,8.114645612,2.852672482,6.17781207
2008,4.35029855,3.21595023,4.489444205,10.6597979,14.00681077,2.370270674,2.42604804,6.998550403,13.42472922,4.669008419,2.628381749,3.416267943,10.6446211,8.40009594,4.075660764,4.075660764,4.164971935,4.065953554,2.812861949,3.521408563,4.152797447,11.35576113,11.40342708,15.28177448,10.22666455,8.349267049,4.060304951,25.41050903,4.592798333,3.347832584,22.03045685,1.380078862,4.673795957,10.06624182,22.56449553,3.40187963,3.714843115,5.124982746,4.258621719,26.79953719,5.440782211,3.104685486,11.58107517,2.486501983,3.753930818,3.958949373,4.075660764,20.28612109,8.758683177,5.785875982,8.260447036,2.588506577,10.15478465,4.152797447,14.30651248,6.707922935,3.437049106,8.71626873,10.44412838,7.877073747,3.839100297,10.05528203
2009,1.771117166,0.50630835,-0.053145674,2.608176664,3.346454201,0.299466803,-0.480467934,4.201044769,7.842546301,0.326276652,0.31273763,1.30470991,1.442151318,5.159968292,0.368041998,-0.287996835,0.839262247,-9.17E-07,0.087620478,1.961731736,1.210084518,1.859102547,5.496342738,0.39388604,4.38641555,10.88235294,-4.478103392,13.55155483,3.328907436,0.774768131,9.573787278,-1.35283673,2.756686477,2.94426625,3.464963221,0.368041998,0.971862999,5.297355842,2.084327461,1.472343114,0.583308406,-0.028039732,12.55496039,1.18977687,2.197385869,2.115651106,1.019377353,13.64776506,2.409053041,2.936231536,4.219030521,-0.835530022,2.591946734,0.839262247,11.24854637,1.055950297,-0.494460544,2.764089135,6.250976631,7.062218744,-0.355546266,7.264562145
2010,2.918340027,1.81353628,2.189299204,-0.764230735,2.503276058,1.776871541,0.688233449,2.271183264,5.662691396,2.430040841,1.103809161,2.31092437,6.329932201,3.554377346,1.525516021,1.79988133,1.531122704,1.184135232,1.531122704,2.492654725,4.712972862,3.859509098,4.69889065,4.827341901,5.134204008,11.98938992,-0.922095829,10.08936293,2.707664066,1.525516021,12.60950824,-0.719979429,2.939181359,4.008118163,6.217648893,2.273679116,0.993557401,4.156727227,1.515635136,7.718381959,1.622852356,1.708457492,13.72020184,1.275305696,2.418906395,2.30202386,1.801170221,12.93887056,3.491288726,1.528320597,3.789836348,1.402572899,4.651162791,1.996212367,13.24539414,1.179335769,1.157988027,3.796443338,8.566444206,6.69870887,1.640043442,4.063538973
2011,3.303850156,3.286581974,3.532082107,2.759767249,9.884464198,2.912135089,0.231336577,3.417589591,4.878145546,3.289449396,2.075174525,2.758682261,8.459362886,4.474532658,3.289449396,3.196146412,3.289449396,3.416807543,2.111597952,3.856112447,3.329864062,6.214123931,6.762279573,6.332794838,5.35604779,8.858360966,2.557188832,26.29338567,3.467381591,2.780632729,7.529692443,-0.267633601,4.02584625,5.671523849,6.716768436,3.410683411,0.90692491,3.407378246,2.962985282,5.021460146,3.174470922,3.034488329,10.84002754,2.341070178,1.284951588,4.027906674,3.341216943,11.91609271,5.875802437,3.369310953,4.718417047,3.653011004,8.253968254,3.329864062,18.09661712,5.128923767,2.961150738,5.482044481,6.471879671,8.092832063,3.156841569,5.017157733
2012,1.762780156,2.485673529,2.839663434,3.818152403,4.515602914,1.515678231,-0.692545842,3.167325603,4.495378139,2.3890541,2.008490922,2.397914857,3.694549458,5.10172181,2.485673529,2.446000185,2.662841655,2.808336226,1.954195316,2.573234797,1.501527961,3.781807547,5.196186155,5.018041554,4.279499996,9.312445605,1.696208973,27.25681272,1.68422871,3.041363332,6.898248186,-0.051939058,2.187221208,4.144572841,7.542913732,2.662841655,1.287122401,4.111509811,2.375820578,1.467583227,1.663571025,1.792507748,12.21778174,2.455547653,0.696864111,1.059913184,2.485673529,9.682351861,5.698199592,3.655709068,3.026963911,2.773338541,3.67591898,2.485673529,35.55905741,1.729734816,0.888377507,4.144572841,8.891569965,8.097765806,2.069337265,5.723943662
2013,2.449888641,2.000158912,1.11309594,0.533738507,5.736400237,0.938291898,-0.217308518,2.018098479,5.231241344,-0.399357676,1.50472098,0.78907178,4.830950967,2.721775777,1.219993423,1.408546292,1.219993423,1.478286157,0.863715498,2.291666667,-0.922168807,4.343371313,5.161898986,4.765024048,6.412513302,10.90764331,0.508714869,36.60303552,1.571392169,1.219993423,9.344402834,0.346440326,1.301377058,3.306553603,6.908450348,1.734039635,1.880654667,3.806390697,1.180284364,5.643038834,2.105012312,1.201562277,8.475827285,2.506898527,2.120486204,1.134422664,1.438297872,7.692156119,4.027159916,2.806716509,2.582687661,0.274416667,2.683857387,1.408546292,36.52234491,0.757669185,-0.04429297,3.306553603,7.493090305,8.57513504,1.464832656,5.776404135
2014,2.487922705,1.605804145,0.340002833,-0.258089518,5.766600746,1.906635907,-0.01322916,2.897818744,4.519380809,-1.354988854,0.906797949,0.56402054,2.998642261,3.589220166,0.24104743,-0.150870313,0.199343827,1.041196212,0.507758823,1.451120163,-1.311210501,3.418361697,6.129249303,3.4381666,6.394925408,6.353194544,0.182542317,16.60655324,0.485030942,0.24104743,8.290005777,2.761954083,1.274714702,3.478322391,3.179002282,0.628543985,0.442310054,4.018616081,0.310306472,4.953299185,3.142990509,1.764429442,8.062485824,0.97603508,2.041702867,1.227507506,0.620490637,7.189384028,2.626526999,3.244963042,3.597823439,-0.278153367,5.028827675,0.906797949,36.90664279,1.141344675,-0.179638494,3.478322391,8.854572714,8.877353332,1.622222977,6.136020151
2015,1.508366722,0.896565316,0.561429153,0.724838981,4.059610411,1.125241361,-1.143900644,4.990234275,0.801946649,-2.096997691,0.51442054,0.452034154,0.836746347,3.966646233,0.037514381,-0.500461321,-0.06164468,-0.20792884,0.037514381,0.368046842,-1.736036796,2.388720328,3.15783118,6.731840697,6.363121131,5.872426595,-0.289879079,12.48468156,-0.632490013,0.0387904,3.675887919,0.78951789,0.70620817,3.143416962,3.768367831,0.474743161,1.557907113,2.72064065,1.100548264,9.454171895,2.104389802,0.621934248,9.009387183,0.600248147,2.171136654,0.292704628,0.309364548,2.529328173,0.137492058,3.549288049,0.674192537,0.487938624,3.129002745,0.368046842,16.90945571,-0.731384487,-0.046784745,3.143416962,7.670853648,8.666269871,0.118627136,4.509208278
2016,1.276990945,0.891592367,1.973852647,0.441041448,3.623214318,1.428759547,-0.434607639,7.514293228,-0.017551757,-1.429166667,0.491748625,0.25,1.614166072,1.728264633,0.183334861,-0.202671741,0.183334861,0.356684501,0.183334861,1.008417368,-0.825651782,4.448441999,2.724612233,11.50290739,3.525805157,4.941026458,0.008306338,7.24542549,-0.54438861,-0.094016657,2.351450967,-0.116666667,0.971674764,2.77316004,3.958888466,0.290833333,1.635311143,2.821707847,0.642702772,6.928825258,2.090566595,1.345171376,15.67534055,0.316666667,3.55,0.646240284,0.491748625,3.765119164,0.739734025,3.592113241,1.253698801,0.607397075,4.086822806,0.607397075,17.75036955,0.604049087,0.984269245,2.77316004,7.775134153,9.639413476,1.261583206,6.594604415
2017,1.948647409,2.081268583,2.12597086,1.482998972,2.822758055,1.596884129,0.533795988,4.312141032,1.625707485,0.531766496,1.509496558,1.14713217,3.279556947,0.417335589,1.381458714,1.956083333,1.429107433,0.754015047,1.032282751,2.557755776,1.121235477,4.424536552,3.934360844,10.68008872,3.80879807,2.490886999,0.340531561,8.044924377,0.244210526,1.226533166,4.375785137,0.467211747,1.944455907,3.279556947,7.704137679,1.730799591,0.754663249,6.04145724,1.364354482,4.572536553,3.871201158,1.863497066,16.52353998,1.381458714,1.875100596,1.850787675,1.850787675,4.08537368,0.875585919,2.80283917,2.853187726,1.368614116,3.602477413,1.730799591,32.3516261,1.012354033,1.794499047,2.80283917,11.14431108,6.218093826,2.130110004,5.181082233
2018,1.911400944,1.998381877,2.053164999,1.955943027,2.272059872,2.268225672,0.936313303,3.240234138,2.221215313,1.435491195,1.732167661,0.813609467,3.56443426,-0.224103246,1.703497947,1.675067615,1.73860862,1.083820984,1.850815083,2.292839903,0.625629147,3.751861867,4.347349378,12.48141112,3.198346416,4.860699467,0.488370168,18.01411834,0.814852151,1.137487636,3.740158366,0.97990367,1.475862404,3.240234138,2.135037737,1.528195243,1.912959405,4.899350154,1.157823625,6.872328657,0.884709161,2.355404485,12.09473155,1.703497947,2.764831345,1.598297038,1.911400944,5.078057259,0.761578359,1.317647659,5.211604606,0.993715683,3.975610157,1.73860862,63.29250735,1.090330006,1.953535301,2.324144854,16.3324639,7.606533604,2.442583297,4.504577493
2019,1.610767873,1.530895534,1.43681957,-3.23338934,1.83954505,1.949269024,0.362916005,3.525492736,2.096202566,0.250370997,1.445667015,0.758131573,1.81060377,0.266012515,1.445667015,0.699536242,1.630522608,1.02409393,1.108254923,1.738104601,0.252978044,3.69998398,4.365871598,18.70378257,3.03058665,7.659694743,0.939044481,39.90734557,0.841596534,0.611246944,3.909646229,0.476973684,0.382946132,3.525492736,3.528393582,1.743320757,0.196065521,3.635961421,1.642060018,8.825066968,0.662891866,1.88073955,11.39679497,2.633699102,2.167730033,1.619631902,1.738104601,10.5783618,-0.355083821,2.137153426,2.480278587,0.33817841,2.757097276,1.619631902,50.9940515,0.075324135,1.784150974,3.141295006,15.17682157,7.881988709,1.812210075,4.124350725
