Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Egypt, Arab Rep.",EGY,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,11.18568233,11.75742574,10.81490457,12.25516146,15.95232638,,9.071329026,9.510750329,12.72167258,12.48431094,12.07248018,11.18049165,11.69379144,11.23901537,11.76391623,13.23860978,10.10951041,13.49194954,13.13866067,12.53393867,13.34301609,16.10049331,16.81551416,,,,,22.13885044,21.50083002,21.6467817,23.88045554,19.90929368,19.39985782,20.20663117,21.90164016,24.23062065,27.61190496,27.27960672,26.46660242,20.5529235,26.10781624,,,,
Euro area,EMU,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,33.7836863,32.8505088,30.16720222,29.82731554,30.3030303,30.63477461,30.34482759,30.05633803,29.274904,30.10522561,30.08489776,29.41368788,29.78175205,29.57304013,29.68007612,30.24296244,30.18995899,30.14323729,31.1102915,27.09830543,28.38709677,32.15058749,31.17437087,32.64868005,32.35717269,30.4258383,31.86235982,30.57489935,31.22882351,32.33794157,32.57948642,32.39934651,33.24864125,32.18452043,32.71817593,31.74908561,30.76663251,31.49328758,31.46604741,30.51653565,30.01411101,31.77529159,31.5339371,32.42652852,33.00827281,33.071086,
Eritrea,ERI,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.91591989,36.9761451,37.86793795,39.5887242,41.12590436,41.18116456,40.27060124,40.86276333,43.03507381,43.59118914,42.92416607,41.31751134,37.83569876,39.69411284,38.64245612,42.66882406,39.96169478,39.57330565,43.53268505,44.37443696,46.40356494,47.512925,48.3214044,46.51871151,
Estonia,EST,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.40769563,33.96895511,37.6128324,39.41376727,31.17437087,34.63942663,35.04060703,32.43626062,32.02248962,34.26664186,35.81021088,35.27936909,33.74086096,35.63309246,37.10763954,37.79453083,37.20980027,33.3760935,34.4144315,35.01031261,36.18117021,36.79078642,36.12661765,37.09300717,37.14420957,38.95104282,38.14041613,37.21492788,
Ethiopia,ETH,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.31525284,26.51045422,22.54693665,20.75698144,16.64617707,13.30741349,13.8558101,16.58214728,17.31684422,16.08274185,,9.838655186,12.63409401,12.02419466,10.10654831,10.64383112,17.04759462,15.74369753,12.58932477,10.88944271,9.245123816,15.55569161,21.67255152,17.34529684,34.56784451,34.6279281,32.69466655,33.25640961,30.47490336,31.19242922
European Union,EUU,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,30.33370782,30.3868374,30.98014072,31.25199957,30.05110343,29.61437047,29.68007612,30.28420957,31.29597582,31.33194683,26.2766676,27.40430072,29.77065613,32.08964476,30.84241168,32.14006026,31.73563105,32.61561054,32.77304304,32.03196774,32.87580561,32.67242268,33.08453542,34.91312237,35.51049618,35.07185313,33.91619696,33.33604523,33.5795386,34.13992635,34.63882392,34.86247799,33.8141712,33.29185435,34.51287236,36.07390449,35.0421841,33.91059914,
Fragile and conflict affected situations,FCS,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,48.51023018,46.1404408,43.99881792,42.51521717,40.04106214,43.92787697,48.74474944,50.86048746,50.16637048,49.1375448,49.72430934,50.03701813,48.77705774,47.68231709,45.54379398,48.35966395,48.18505909,49.81218483,48.13602506,47.73146627,44.6679807,43.26183731,42.70461609,32.00988947,32.80763841,35.54829177,35.28079145,36.16498446,33.27396053,33.69590538,34.30407817,36.03919066,35.67590873,35.51049618,35.07185313,33.91619696,33.33604523,36.13886076,36.70565591,37.61217059,37.8308374,38.44134894,38.33253171,37.86806324,38.4862446,38.57330789,39.13532497,
Fiji,FJI,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38986384,16.0702387,24.28949842,31.67507177,31.61645891,31.35785426,32.31691602,,,,,,,,42.36063812,41.77920931,42.22242928,,,,40.766623,44.72940448,44.63920467,48.41175594,45.08655169,44.37895539,42.49727468,43.07101536,45.83244845,
France,FRA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,38.8256441,37.88951462,35.60655738,34.4887684,34.00764575,32.04577969,32.84165406,33.07504511,31.48625812,30.51953095,30.6684492,30.08489776,29.41368788,29.78175205,29.57304013,29.68007612,29.56401603,28.99809909,28.3999177,26.94517194,26.7915788,26.73626562,27.73142499,26.39660172,26.67316469,26.65966081,26.63746553,26.43348755,25.87334364,25.02947139,25.42008626,25.50828407,25.04246413,24.58572369,24.09915955,23.55267417,22.89950892,22.94149769,22.19311749,22.35475652,22.0906654,21.87249916,21.98527969,22.27684028,22.46098627,22.68084508,23.0436611,
Faroe Islands,FRO,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715860814,4.485217013,4.127168072,4.538024771,4.191011362,4.840433517,3.901666307,3.914726525,3.429014774,2.768039018,2.76622839,
Gabon,GAB,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.460579955,11.2329058,12.95821773,10.64370459,15.85526214,14.8770918,10.20124415,
United Kingdom,GBR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,28.13865013,27.32538036,25.66272431,24.53762755,24.84821024,25.20589467,25.64135198,26.20713242,28.46544939,27.86251691,28.57860979,29.53116041,30.51432716,31.03106313,32.04559893,30.43527575,31.19302323,30.38931726,28.35360284,29.27766745,31.1508712,32.21582195,33.01066206,33.83873322,34.35360104,34.4356549,33.79277963,34.483872,33.50762609,32.98814093,34.07653678,34.14620414,33.08662361,30.93599661,31.27770283,31.1703485,29.14207866,29.70723107,31.87589048,33.57033851,33.27175557,33.42409234,34.39251103,34.19931902,33.91345932,33.4109174,33.45217706,
Georgia,GEO,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.03448276,42.76521739,50.76813656,57.18525461,57.63879508,60.94431294,54.02335798,46.84632697,57.95300497,50.65739532,55.95071735,46.89453939,50.74028879,50.98035599,53.21030553,52.41988042,52.19826011,55.26457375,53.56098158,50.77039627,57.16234372,55.61365095,53.86697892
Ghana,GHA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82869349,35.29184374,35.16603232,30.77394678,,,,,,,,14.80272546,20.90999248,33.50608629,34.91582331,35.90354124,36.55870437,33.83689461,33.0778529,29.34761485,27.50639894,27.43673851,,,,,37.94621823,33.61884161,31.55207508,
Gibraltar,GIB,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.29653703,18.40742091,20.48052556,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28729971,34.35205522,39.84865398,32.09576943,,,,,,,,34.9538631,32.19441771,38.96981891,36.13981903,42.3840394,52.32221388,38.63693865,38.11291529,31.6031941,,,,,,,,,,
Guinea-Bissau,GNB,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7306597,,
Equatorial Guinea,GNQ,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.371231099,1.311096345,0.991255287,1.85803749,2.120383854,1.905193534,2.994940864,2.088634309,2.427839824,4.74339741,7.100272612,6.105219781,6.503295319,
Greece,GRC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,38.92780993,37.69518543,34.98469246,36.32464349,37.24794389,37.84469097,37.80019488,36.81784143,33.33587452,34.54003762,34.1104393,32.76013851,37.14692982,37.09038661,40.3493899,41.76327401,41.59777659,42.56281878,44.45059323,,,,,34.74200696,34.29084381,32.35717269,30.4258383,31.86235982,30.57489935,31.22882351,32.47823804,31.32101955,30.01088349,30.19034913,31.25523368,31.1892387,30.97579785,30.76663251,31.48720236,31.55465161,30.51653565,30.01411101,31.77529159,31.5339371,32.42652852,33.00827281,33.29288264,
Grenada,GRD,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.94693737,34.26481151,37.04795113,43.67139096,48.28873159,46.18116535,52.1191227,55.40881484,61.36805997,62.7743734,60.28068447,53.2079913,55.20079322,55.98725014,57.87282383,51.68763141,56.34670561,58.53974315,58.1415752,56.39238098,57.02236948,56.2452483,56.69950651,56.20878723,53.61793912,55.16727313,52.21226521,53.94977321,54.82621411,
Guam,GUM,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,30.66220238,30.01012135,28.10867294,28.05469784,27.57069728,25.87213104,26.13698766,27.41030159,27.86251691,28.57860979,27.88453433,28.39430435,29.08986236,29.48702768,29.65039628,30.24296244,30.18995899,30.60000999,29.27766745,29.56363126,30.26530727,32.05093859,30.65392529,32.02808179,31.17938582,31.9824341,33.02921062,32.03196774,32.27182087,32.47823804,32.99330573,33.40611824,33.25408821,32.16889822,32.68408117,32.12470868,32.19549023,32.31077865,31.55465161,31.48820106,31.7283801,31.90119307,31.5339371,32.05801972,32.13144834,33.071086,
"Hong Kong SAR, China",HKG,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,34.3385214,32.67162945,29.13669065,27.7651638,26.92110656,27.15453974,26.0065498,25.82330589,24.44533547,26.60550459,,,,,,,,,,,,,,,,,,,,,,44.7819688,43.80033352,42.272333,42.25816768,42.33402332,39.78129046,39.63756686,40.68072684,40.66629013,41.01730661,39.62900431,44.26338536,47.67481676,,,,
Heavily indebted poor countries (HIPC),HPC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25675118,31.8650998,34.56012915,,36.6314963,36.25416527,38.28941188,35.29304641,37.82391621,
Croatia,HRV,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.51923077,37.58382739,43.50747902,43.81862461,42.06204034,40.4073267,39.42258649,44.95752632,43.31690219,46.88876306,46.40522876,43.44400388,45.31688492,45.36734562,45.38206396,45.5699795,44.85675811,44.76681577,42.96364297,45.72764669,45.64388821,46.21734395,48.46848503,48.26112754,47.66250302,46.2449181,46.82738905,47.70710885,
Haiti,HTI,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,38.31573896,40.8707545,38.72033024,32.58594918,31.81733804,29.61437047,31.08721987,40.20762122,32.40199264,31.33194683,25.60816327,27.40356937,27.55775578,26.77933366,29.26703044,28.90312095,31.11408942,33.56704788,34.67184661,35.55646245,34.01704324,33.84531666,36.14329948,38.36999078,37.36065881,35.33436605,34.59120837,32.1144237,33.58027671,37.30189417,37.84610494,37.59263716,37.04619359,37.02585861,36.45892046,36.49195231,36.62809342,37.71654451,
IBRD only,IBD,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.84389427,31.86809321,32.83590384,34.05764108,33.83210502,36.82858838,38.17237421,38.77215859,36.19974836,37.27834383,37.32980665,36.81150306,37.90236736,37.81557267,36.35219204,36.93451486,36.72982122,35.73016223,38.59682721,36.54752145,35.67866779,35.86528216,34.06409608,35.92927068,35.47809603,35.72020429,36.71724088,
IDA & IBRD total,IBT,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00275923,37.23322265,35.30094556,34.71825397,34.64868516,32.34091801,32.91622179,34.81528587,35.07096646,34.27858483,34.06409608,35.12801511,35.70111438,35.29304641,36.97664474,
IDA total,IDA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.92103614,34.56535694,36.73512075,35.00571232,37.82391621,
IDA blend,IDB,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.43045647,,27.04010002,29.39917946,29.88724949,29.4335817,31.23628052,
Indonesia,IDN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,22.51552795,20.49019608,12.60229133,12.7826087,14.01617251,13.23610347,13.70488808,9.304964539,8.639246589,7.839860496,10.36285603,10.33460125,9.351634266,16.07608001,23.28831364,18.13889674,24.47276652,25.14006806,23.70722337,26.2855122,25.85645177,26.35391882,34.02772779,33.80465602,30.2827587,28.21210772,24.97439338,28.17176062,,25.91196939,29.93284527,32.14952844,32.03635663,,,,27.14888423,30.19499113,30.63261803,29.31167233,32.33321873,34.27858483,34.05591728,37.77237241,35.79192224,38.11164367,35.89542409,
IDA only,IDX,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25416527,37.47428248,35.14937936,,
Isle of Man,IMN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,44.07226691,42.67407091,42.35677958,40.29592455,42.67919914,42.6070305,41.39512135,39.43360668,37.35393059,41.64247038,39.16425349,37.42976556,36.00980766,36.01791582,35.5677498,34.87611379,35.89153839,34.48231899,33.23011006,31.80027187,31.26987991,28.35518926,27.35105387,27.30672579,28.87433659,27.96119744,28.92650465,30.1500645,30.36666495,30.20371532,29.7148342,30.76228968,28.49027429,24.90025617,26.26400617,23.7764019,21.67563443,24.98188208,26.00492109,27.30042528,25.55703693,29.83300695,32.93057847,37.34565266,40.86734988,
Not classified,INX,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,33.09352518,33.72921615,31.69456067,30.6038048,31.12338858,31.19503363,35.10638298,32.03812317,30.05633803,29.274904,30.10522561,31.87538367,31.95603784,30.93965854,37.75433308,35.82955997,37.76337115,40.96631873,37.92710141,35.27541107,35.19346518,32.94991279,35.38920518,35.86037832,36.20102114,35.82324236,36.21162242,35.86937351,38.15294718,37.11907801,38.23826806,38.2843876,38.53926524,39.09763462,38.74364008,37.83916651,35.91272258,33.07072356,32.74566683,30.66670849,30.46724315,31.15315233,31.90119307,31.45596321,31.68951092,31.96301962,30.55143834,
"Iran, Islamic Rep.",IRN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,6.552795031,5.12244898,2.319388971,2.747725596,2.695574194,2.904829222,4.00115141,2.819432744,4.027972028,3.833550065,4.525071341,4.956910949,6.045904711,8.755946958,12.36862978,10.63634916,9.480421687,6.360313316,5.414840562,6.418515867,5.653307266,2.763337893,3.660506591,6.030911763,5.977037553,9.493103803,12.18014664,16.8490168,7.502704346,5.57017813,4.267076729,4.360201646,3.328481348,3.024225563,2.668407753,2.636891401,2.30016679,3.51532159,,,,,,,,,,
Iraq,IRQ,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253478207,0.553029008,1.469529181,,,
Iceland,ISL,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,35.7622739,33.4150613,41.83919114,48.50630288,50.20327869,49.51292619,46.36490738,44.96230295,48.58882802,49.30321743,48.87338208,48.00082322,49.0867464,51.35778988,50.78663819,52.17976949,52.94408498,48.63945758,46.99797593,45.92743298,45.23294724,48.29265018,50.5550872,49.97479348,49.51122734,51.1730091,51.42958097,50.37753997,48.52759411,44.40619861,45.53849281,46.72504625,47.99963005,37.09532374,36.8943606,34.97042481,31.50313506,29.66787128,29.81912987,29.78982638,30.06414825,28.84386174,27.08552709,29.14370983,20.92351023,29.22132291,28.72274693,
Israel,ISR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,20,15.78947368,19.23076923,16.66666667,20.96774194,22.22222222,24.30555556,21.63934426,20.51649928,20.75949367,26.11431568,22.45781828,21.28328211,21.49229792,23.44367402,25.44039836,27.85072463,26.88343888,28.34840655,31.86558768,32.82068289,32.3359156,32.25027465,31.40191655,30.36439023,29.36498304,28.5722588,29.19078884,27.62884063,27.31949062,28.9011527,29.87259457,30.75009262,30.77556307,29.40398186,30.52808168,32.13499365,34.34908447,34.98380992,34.65537017,34.27706502,34.85116685,35.53699755,34.78747365,34.76396178,32.29987706,33.78296757,
Italy,ITA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,33.83815644,34.00645692,30.16720222,29.46204226,28.89377647,25.35716624,25.69694791,26.35515379,25.7137351,24.44104135,25.00054171,26.01272074,25.27083072,24.03786338,23.97230528,30.24296244,30.18995899,,,,,,22.43722055,21.18729851,21.34882213,24.41257876,24.70672597,24.62668145,23.51485353,23.74878221,22.89248033,23.42086031,23.77165387,23.67614902,22.74792195,21.65069265,21.06517478,22.75520169,23.35553522,23.5605541,23.35192624,24.19690038,23.91128128,24.17004657,24.34526323,24.38815246,
Jamaica,JAM,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32258907,24.97397691,24.86700336,27.06447116,30.84389427,35.99351496,35.21252284,37.24012775,36.52831482,36.82858838,38.38617147,36.44939634,36.19974836,38.1083934,38.25855303,38.02919261,37.90236736,37.61760651,39.17072221,36.60746746,36.59940622,36.97318408,42.33854747,43.09128138,45.04046084,43.90871407,46.12424242,47.30014953,48.70543778,49.29346477,47.79951752,
Jordan,JOR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25785828,18.11655661,20.36249559,21.58370441,24.82891696,27.5431342,29.91167539,30.60582686,30.41423757,29.31340933,33.62792778,34.51828501,32.11787775,31.85473126,37.01406416,43.6651436,46.33740657,47.130807,38.0086105,37.56303636,44.51712527,38.93126951,47.03915478,45.94012642,40.50167868,40.90313847,40.79297273,40.31406561,39.26272963,
Japan,JPN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,23.00893458,19.00872994,18.38929532,21.52484683,23.55876165,22.51077586,25.83136252,24.72026095,21.46703277,20.63150568,20.24383587,21.19483284,20.29060434,20.32932866,19.36622254,19.81244165,18.73799831,14.90493477,18.27576216,19.24494932,21.24380848,22.23050655,28.85204199,28.95447374,29.39005114,31.24468222,33.81399656,35.66084101,32.29810781,32.92437839,36.29558797,37.15350964,35.51299289,33.25953517,31.60419649,31.73122717,34.43247848,38.524308,36.89783605,35.87285599,34.58524758,32.7253616,37.09345561,37.63183126,38.02614451,36.0780907,35.28397119,
Kazakhstan,KAZ,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.91673854,41.6843372,51.16138934,40.10272131,42.96629605,37.98151879,40.84073187,39.94472042,,,,,,14.74096614,13.30702955,13.6368542,18.4751262,16.2478464,18.10335031,25.01112036,19.63362894,21.43941021,
Kenya,KEN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.79725268,29.39917946,,29.4335817,31.23628052,
Kyrgyz Republic,KGZ,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.31909193,33.769573,35.70111438,35.00571232,38.61407944,
Cambodia,KHM,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68998825,32.48400924,37.70972334,36.90330209,40.27556402,40.41627204,41.6702382,35.47088786,35.29049153,39.28456873,35.35727109,38.04889407,42.03783238,45.88749917,44.03606245,45.77111876,48.04355979,
Kiribati,KIR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067767991,0.341445202,0.775497578,6.745197651,10.76774976,16.39566959,12.33628955,,
St. Kitts and Nevis,KNA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.909682215,9.96978852,12.02755058,14.19374617,12.83875558,,,,,,11.80053293,13.19060773,17.85069524,18.55246523,20.35937032,20.38510879,24.53772987,39.97437837,14.35568304,11.22998549,14.76401219,28.96749082,24.45487529,22.48144767,24.83905635,23.02630881,24.26303855,24.32636163,,
"Korea, Rep.",KOR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,41.85441941,45.54074074,47.14424951,48.64690722,44.94382022,44.57794418,42.88932419,43.83370536,45.94835263,44.75041012,44.55696203,45.7698371,45.04835745,43.23773475,42.78989886,39.55159373,38.3943612,33.98556976,35.43980595,33.61800378,34.98950315,34.85441374,34.5734617,33.15740453,33.46711502,34.06656381,28.73753157,32.98017837,30.2687276,32.15441518,32.21930257,31.21739232,30.30063131,29.58000165,27.9118438,26.82273545,26.70105596,27.30617367,28.10692006,26.37339111,22.47108127,21.66473835,21.80755198,21.24603114,21.91582798,21.73589305,21.12564978,
