Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Kuwait,KWT,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,19.90131579,19.16426513,11.01321586,,,1.237872198,0.689655172,0.63134779,0.31810295,0.59955822,0.842696629,0.603136309,1.05553006,0.764364787,0.42158516,,,,0.032092426,,0.170940171,0.04411116,0.039292731,0.033489618,,0.023872046,0.028901734,,,,,,,,,,,0.588773294,0.465269292,0.333188951,0.283875852,0.34277009,0.491570181,1.186720745,,,,
Latin America & Caribbean (excluding high income),LAC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.06967435,29.78277841,36.12676395,35.49584396,39.15385726,45.01741319,42.53315782,41.80077908,40.94265025,41.71345995,39.97008392,40.63098516,40.6483489,43.25925285,43.09446963,41.89762569,38.160996,40.34365321,37.44949963,36.97318408,40.1802857,36.15125064,37.13607477,39.11769368,39.24942241,37.86730402,35.4824483,35.72020429,38.2825389,
Lao PDR,LAO,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.56333301,28.48490539,43.74419727,46.24071707,45.07806808,39.86730144,32.36155044,34.81825127,38.65385261,43.64129943,45.9466269,38.43575037,38.54495176,37.81092626,34.07227489,36.5480339,35.47809603,32.79538377,34.91621731,
Liberia,LBR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57816145,23.77144186,18.02015865,14.52292245,,17.04603839,14.70800192,13.31672126,12.3556058,,,,,,
Libya,LBY,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72137016,11.84336031,14.34214302,11.90891074,17.15885951,15.4047794,16.21840674,16.79882783,16.49010674,13.48367748,14.89210854,14.77000336,21.90571914,41.10706227,39.88211975,40.74103295,40.94639293,34.80105011,,
Latin America & Caribbean,LCN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9148222,32.98459101,36.81466429,35.49584396,39.15385726,,,41.9678723,40.99212116,42.11198043,39.97008392,40.74130674,42.12630781,43.89238153,43.44740157,41.52291838,37.15126979,38.3532831,38.2638113,37.76874905,40.03975561,36.34938604,36.6114212,37.49148792,37.63178178,37.52581361,35.38559325,35.3430523,38.2825389,
Least developed countries: UN classification,LDC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.04168298,,35.21449756,33.91613759,35.38071123,33.53146439,,
Low income,LIC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2267664,41.68594375,42.68899522,46.49218398,48.31649689,49.48515383,51.11505091,51.0319102,50.34227212,50.52453419,56.7505742,57.00386751,56.12476498,53.66798491,59.84277309,55.28283536,51.13220277,48.09248186,44.63473862,37.54076128,42.60022904,42.91574948,46.15168276,43.95227649,45.40993959,49.58134969,49.64494206,55.64889404,54.80528584,
Lower middle income,LMC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.26544628,32.35985767,32.0006337,32.43488935,33.24635347,32.06412116,31.87518319,30.52403754,29.76555721,30.96397246,30.2072455,33.46775761,33.31909193,33.769573,36.46789477,36.89451675,39.38914326,
Low & middle income,LMY,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.19328021,32.7400626,31.51157585,31.84761194,33.57289366,34.32045485,33.64685594,33.82188666,34.59664252,35.52869969,35.14937936,36.95110305,
Lesotho,LSO,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,7.609231309,,20.25738251,18.4414796,19.40249935,17.64758882,,30.1279354,32.69524435,33.02283315,29.08723227,27.99620209,26.27677063,29.61650661,27.63531866,30.17704983,26.3534678,27.50460058,26.84090432,28.20162744,31.29197011,30.98876066,29.74415319,30.2913477,28.23702871,28.02647042,24.03794244,25.09267938,27.45299447,27.89503434,30.54231131,30.04202064,28.64237098,31.01609018,30.7927531,
Late-demographic dividend,LTE,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.63656436,35.04060703,36.14036592,38.892676,38.35564468,38.73641956,38.36979693,40.04958905,39.24199283,38.75423855,37.15126979,37.49932017,37.13849162,36.03431596,37.33164674,37.30452172,36.43877702,36.16473592,34.26104342,35.27467554,35.88750944,34.43939693,36.99162607,
Lithuania,LTU,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.32622072,,31.15421548,32.17282405,33.26420591,32.64868005,32.46673709,34.3872666,34.73584465,33.28240003,36.5430279,36.72384365,34.85996274,33.72561287,33.24864125,33.07879703,33.74647566,33.17011501,32.19549023,33.56388073,34.63882392,33.66539771,33.57632439,32.96802439,33.71217988,34.2247839,35.0421841,33.91059914,
Luxembourg,LUX,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,23.38064288,22.87251445,19.60047756,21.52397749,20.32754653,18.99728836,18.7006787,19.20265552,20.62587618,21.19834195,22.16649067,24.28648954,25.51373221,22.68848404,25.43712662,26.38090642,27.21069869,26.28345605,24.66625604,25.34636834,27.17230704,27.70657065,27.39981958,27.30530763,27.42445645,28.50881421,29.31677045,31.08865313,32.06110208,30.65645668,29.91683863,30.1192041,32.66461015,32.25431749,31.71601509,32.69906235,30.40904424,29.5138237,29.58699547,30.13582107,30.25811146,30.23884676,31.44947502,28.94978937,28.51873567,28.17169559,28.01681865,
Latvia,LVA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.87829437,39.85948038,40.78899519,38.34934437,40.79647817,40.31942042,40.19008418,40.73336335,38.48104082,41.41824377,40.09210727,42.42210401,41.77230373,41.9837049,38.07968165,36.63152944,38.29555472,39.47482774,40.02517665,41.68416011,42.7510385,43.61910603,45.45805109,44.51334988,44.33889736,
"Macao SAR, China",MAC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.30702498,74.44484876,65.25363388,55.61397888,69.38555798,68.17533364,74.50898487,78.53657031,82.26241219,79.00239325,79.5521772,79.06919742,84.79503046,83.13971023,89.30806983,90.08774106,90.55876122,91.28552475,89.47887821,83.6680441,83.31597211,83.42368698,86.87207673,
St. Martin (French part),MAF,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.79087525,45.10313746,45.13038445,44.21234244,45.50505612,45.68224823,,45.47220907,45.10867068,41.80948713,,,40.74084837,43.25306645,41.30567431,38.41084248,37.91861813,41.33937032,40.21563986,39.91198118,46.20946798,46.7564554,46.51730973,44.67376597,44.19174307,45.05303742,44.82250744,44.42381486,44.92398827,
Monaco,MCO,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2671671,45.72999932,49.41400173,46.64596858,45.26574669,43.78760194,41.996892,45.60514044,47.6092918,47.25506892,50.03319923,48.92216657,50.30288045,45.98387993,47.79235212,50.69124596,49.52664779,50.53840253,47.07612138,46.27788784,47.35523062,48.54380899,47.44051454,
Madagascar,MDG,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.04553265,23.79875636,31.61239079,26.90647482,28.16299265,27.02185079,,,,,,,,20.48016083,16.44445764,17.65473859,11.90842101,20.12856524,16.81407422,18.8747594,42.5672763,48.81078251,52.12589154,55.26023788,48.75443764,51.8957885,42.9448129,46.53425573,42.51331233,
Maldives,MDV,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,5.020920502,5.438596491,6.766917293,11.43847487,13.15136476,10.64220183,16.68765743,11.04319478,10.18518519,10.87219135,14.50113975,18.48832901,14.46025948,16.74457629,16.01264443,15.16239167,14.32740214,14.68839885,14.98736403,14.50132255,13.30752262,12.70424319,12.79329609,12.49262102,12.90027447,13.23443008,8.545402914,8.999623241,8.066678169,8.598365299,10.66964988,,,,,,,,,,
Middle East & North Africa,MEA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,32.75862069,36.76470588,40,43.28358209,38.82352941,38.17427386,35.71428571,35.99088838,50.37147103,53.20366133,57.30411687,73.32657201,72.3417994,71.74807903,64.44977717,67.38647701,61.63993749,55.89725286,56.0485544,54.59595638,49.60896302,48.56178323,47.8895928,54.29985483,56.94126462,59.59786446,58.83289855,57.82066912,62.12800079,,,,,,,,21.7907173,24.62100745,25.5309652,23.02997622,22.98471728,21.40964105,25.40978656,30.16888639,30.39553338,27.24510294,29.06142107,
Marshall Islands,MHL,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.929178929,8.899404436,9.15712284,8.991900268,11.02385956,10.29999529,10.85730227,10.19972554,9.726458944,9.026117946,10.48823419,
Middle income,MIC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7110509,34.25135202,36.99145431,36.29087873,35.59631743,35.88515979,33.0778529,32.83422408,32.55051148,33.55845518,34.08947788,34.21351191,33.41626644,34.27135235,35.43184464,35.3430523,36.71724088,
North Macedonia,MKD,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.76837241,39.98766701,42.03197615,37.41674701,39.10963539,41.12015879,43.54223228,41.38576357,43.0223195,45.26760661,41.46476752,44.08747186,43.34714218,43.14046087,
Mali,MLI,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.36698444,45.77073563,45.04621228,36.94201948,41.86425739,39.59406006,15.34676573,32.39147187,30.28872479,29.21422312,30.03663785,31.13396765,34.83880835,29.96648566,37.40184198,44.37617694,51.0524199,48.14014599,46.47055378,
Malta,MLT,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,11.91176471,8.59524223,8.006912442,6.594369591,6.524919536,6.472831268,4.997210489,,5.934050482,6.040643144,5.552669852,5.920486199,5.967375594,5.889819751,6.770641235,6.824202607,6.473805658,7.16289195,6.961959354,7.95154185,8.896034298,8.494485459,12.9732755,31.82291219,31.58367241,32.61202723,32.32844422,32.44297318,33.25984384,34.1396718,33.24612867,33.27018739,36.1350854,37.19099975,37.34775343,37.66752656,37.16000316,36.36589248,37.31219811,36.75784399,35.48212186,34.58537081,34.96379123,33.55535385,34.17915277,33.12404734,34.54181304,
Myanmar,MMR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,32.54593176,34.48787729,34.3547691,53.7920937,52.48275862,45.0909818,41.97571927,39.64470088,37.57431629,36.25478336,38.67959717,38.49932457,37.0916626,36.60827621,36.93635661,26.27006332,30.20412288,27.5470757,32.00136031,32.67607058,31.05653139,28.67321636,25.85829815,25.81967213,29.05015154,26.39064123,27.46023351,32.8393885,27.9978343,22.0776943,19.2875473,23.25687488,30.72734017,,,,,,,11.20085686,13.45814379,12.17285684,15.27650029,23.8521175,19.65768113,,23.97279412
Middle East & North Africa (excluding high income),MNA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.66581016,34.18845365,37.00275923,37.35086061,33.69899031,34.39148865,35.2054414,35.35393253,,,,,,,,,,
Montenegro,MNE,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.10185934,23.37477284,22.05468,,21.73472098,27.72539438,31.79901636,39.64915557,36.02199121,40.03531515,33.87619708,35.40917631,,,33.3772934,20.43248211,25.27118536,30.15785385,28.54298293,36.23780865,35.67866779,36.2028542,32.58634732,31.47402942,34.27287891,30.91337518,31.6401691,
Northern Mariana Islands,MNP,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.65784931,36.39135578,34.28144996,32.89558686,31.47888837,31.15794893,37.00234673,30.00431065,33.46869142,
Mauritania,MRT,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,26.14821076,25.17938682,20.06647279,15.28867051,17.82304807,21.3110769,22.59520451,20.62117284,20.66570188,20.84589505,20.13467788,22.54863282,21.93220519,21.16800037,21.06747305,22.43010238,25.43224952,25.72879172,28.24405727,29.56363126,30.10802816,30.41840886,30.18078865,32.42472309,33.3744111,35.51087962,41.82330413,42.66476553,42.1725477,43.32589024,46.17748556,46.17667753,48.79580833,48.71567531,52.60256546,52.65738549,50.66302737,55.06261206,57.12076228,58.483395,58.38818621,56.6434898,54.00490624,56.00906533,56.79884137,58.4049129,
Malawi,MWI,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.41367333,30.47686451,34.17115263,36.70962111,25.26595707,35.86115061,33.20434707,33.75907572,33.80651917,37.82391621,38.58031231
Malaysia,MYS,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.03444072,26.65304269,22.37826232,24.58261477,24.80069352,22.42188655,21.59877386,18.14098134,17.98124711,20.30046189,16.20300383,15.03060019,15.86140688,15.67241384,16.7426848,15.39000858,14.64850514,14.51697566,14.9120557,22.77567564,28.96978171,28.65655131,19.464084,
North America,NAC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,7.143858993,6.579486759,5.990202435,5.626993108,5.41053173,4.678031833,4.357010827,3.794359625,4.41122591,6.358336329,5.478995164,5.384803772,5.15786836,4.506917683,3.94741638,3.518278341,3.638176964,3.208637905,3.212851406,3.609554195,3.898272819,3.840156418,4.106129505,3.967158728,3.493395554,3.366138068,3.140163825,3.617373048,3.182632772,3.129721412,3.517330501,3.573926261,3.496312771,3.167209917,2.817741731,2.43646851,2.47290091,3.008888222,2.759912221,2.956038083,2.991669642,2.840750732,2.978667696,2.940638257,2.832608219,2.36635559,3.044842791,2.497714298
Namibia,NAM,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.89018983,21.83803458,27.33107993,,,,,,,,24.09399201,23.96891949,20.64712563,20.42960022,18.81439448,26.19727664,19.16445545,20.41671821,19.31052274,22.60243146,23.59839176,27.68055651,18.05745581,23.54607979,21.61098406,23.83196326,25.07193689,21.27185885,21.15465153,
New Caledonia,NCL,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,20.84631786,19.18233982,20.81298877,20.26921171,20.93762108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.24621946,31.70437051,44.37551714,37.18415432,43.09519168,52.1130299,54.66559132,58.19973757,56.93435997,52.91741679,53.98047668,53.2969969,54.2645388,51.78280413,50.51079269,50.63392806,49.47418062,49.50469253,50.00988218,49.4300125,52.26690662,50.25988115,50.36875109,51.36886497,50.42363588,49.4810221,47.96555789,48.06967538,45.18382277,
Netherlands,NLD,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,23.16757317,21.29082599,20.93135364,21.37417357,22.53214044,22.77503305,22.35012611,21.79789871,20.56808688,19.84732824,19.93832993,20.67932551,20.70802149,21.42091632,22.83181919,23.08325749,23.24099363,23.44733918,22.15330084,22.49372985,22.21115196,23.13239013,24.89564214,25.44294565,26.16382393,26.83985314,27.63702558,27.25131438,28.89022416,29.33045285,29.58126048,29.72098539,29.706945,28.89433038,28.65944952,27.36584859,27.26156122,26.90471573,26.26402492,25.43142926,25.18803127,25.71381662,26.11584139,26.66279208,26.55181089,26.8750575,
Norway,NOR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,46.33728096,44.02778101,42.41682476,43.71736673,44.34765513,46.33132489,44.50827206,42.18056931,39.33556174,37.95467273,37.752889,37.1594979,37.30722418,38.80993166,39.42050714,41.0345539,37.61584771,35.70465451,33.68389721,33.87269464,36.86457109,37.7927605,38.46404286,35.62077976,34.35431987,34.57004197,36.67688268,34.82716103,27.52092949,27.80468984,27.91212481,27.68303044,26.36664417,24.7247611,23.41405922,24.23396986,21.27977638,24.54750818,24.93080862,23.15785239,22.85071601,24.07110645,24.64361205,25.95004558,27.38681814,26.86356241,25.07646847,
Nepal,NPL,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.01522381,34.01988072,38.11215081,35.84217507,38.38759836,36.44566061,34.83421371,33.83690938,33.92886278,33.27528809,32.15255895,32.49777879,32.3346863,31.09697483,32.51111674,33.88101804,37.03892918,37.8589833,37.31062961,37.94330107,41.47121093,39.63207921,40.03297494,40.67709026,40.62102422,42.09241158,41.73543924,46.0071839,,
Nauru,NRU,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.695488415,1.776140414,2.393079713,2.484788462,1.706252385,
New Zealand,NZL,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,20.69126576,19.1926885,17.33418776,20.16590389,18.7514613,17.94174757,19.31657224,18.56954419,18.47287511,19.09305427,19.68047126,21.02296986,20.51581793,17.63661121,19.40818103,24.84764126,26.30545158,,,,,,,,,,,,,28.93517435,29.2214015,28.96971319,29.08580055,27.25529475,26.39997491,25.88560409,23.9575786,24.52755539,26.63287602,27.49559352,29.1623325,28.92545606,28.85272757,29.03183214,29.16364593,29.10827541,29.38277833,28.75986647
OECD members,OED,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,32.75862069,32.13875422,31.62940324,30.14705882,29.46204226,27.89656887,25.91289956,26.20713242,28.46544939,28.56871046,29.08518396,29.56039265,29.41368788,29.91642774,30.18354641,30.05767594,30.7386164,30.28963813,31.26183096,31.73457388,31.55613456,31.96504233,32.21154935,31.40191655,32.64868005,32.35717269,31.9824341,33.00469449,31.91353837,31.69161935,32.46465943,32.57948642,32.39934651,32.07945473,31.60419649,31.73122717,31.36669964,30.23693179,31.68458903,31.51034951,31.35857849,31.44076621,31.83824233,31.49495015,32.05801972,32.13144834,31.81126217,
Oman,OMN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.89018983,28.24405727,31.12943781,32.09576943,29.75282057,29.08849537,29.35074686,,,,,34.9538631,32.19441771,33.74086096,35.88645574,36.96376436,36.58810135,35.14747995,33.3760935,31.6031941,24.03794244,27.68055651,18.05745581,23.54607979,21.61098406,23.83196326,25.07193689,22.50125927,21.15465153,
Pakistan,PAK,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,32.69230769,32.69230769,35.82089552,35.95505618,41.22807018,41.50943396,46.3878327,41.37931034,37.19332679,41.30006566,47.08249497,51.71214553,47.28909357,55.35529092,46.99165763,52.19498976,50.86848635,54.47392986,49.90172495,53.16640612,50.67384774,48.89981165,50.20299615,45.60541619,42.53315782,42.86010141,41.83612947,41.71345995,39.97008392,40.74130674,43.60426673,44.5255102,44.76866245,40.48589017,36.68027743,35.88515979,37.13074271,39.28637649,39.06438429,36.15125064,35.07096646,35.86528216,36.01414114,37.86730402,35.38559325,35.3430523,36.71724088,
Philippines,PHL,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.72317791,25.59922811,26.05341394,27.34532018,27.01455692,25.6909906,27.16254641,28.84595007,27.93328096,29.29610663,27.60255621,26.09021283,25.96555503,25.17802883,24.38326022,23.212359,25.07888764,23.84974706,21.41281539,24.99450178,24.36258184,22.66890277,23.9078921,25.72810803,25.29507804,25.77010927,26.03488746,26.95622418,27.27645071,
Palau,PLW,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03468353,16.19724958,14.38314783,17.20950812,17.14558646,18.76759657,18.03676375,19.22485021,25.54026721,25.15161466,24.68047059,
Papua New Guinea,PNG,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87877422,8.139381443,9.820549098,8.640995306,8.360222877,7.6641991,6.845627553,7.723902471,9.408373288,8.699983217,9.228372139,12.07796614,12.85685406,,,,,,,,,,,,24.28294737,24.35805031,24.64414525,28.24326434,25.11245142,
